,customerDevice,customerEmail,customerIPAddress,customerPhone,customerBillingAddress,fraudulent,orderAmount,orderId,orderShippingAddress,orderState,paymentMethodId,transactionAmount,transactionFailed,transactionId,paymentMethodIssuer,paymentMethodProvider,paymentMethodRegistrationFailure,paymentMethodType
164,s7dtery2p2f00b7qnwvv,briana34@gmail.com,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,952-580-9304x38838,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",False,18,o2xkjm,"2282 Diaz Trafficway
West Alan, PW 51681",fulfilled,qkhsgv41q,18,True,ji0xd4so,Vertex Bancorp,Maestro,False,paypal
165,s7dtery2p2f00b7qnwvv,briana34@gmail.com,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,952-580-9304x38838,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",False,18,o2xkjm,"2282 Diaz Trafficway
West Alan, PW 51681",fulfilled,qkhsgv41q,18,False,0xj8t0jz,Vertex Bancorp,Maestro,False,paypal
166,s7dtery2p2f00b7qnwvv,briana34@gmail.com,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,952-580-9304x38838,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",False,29,z11a6h,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",fulfilled,h2awlopgd,29,False,7o924iwu,Bulwark Trust Corp.,JCB 16 digit,False,apple pay
167,s7dtery2p2f00b7qnwvv,briana34@gmail.com,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,952-580-9304x38838,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",False,41,8id3sg,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",pending,qkhsgv41q,41,True,4bce098o,Vertex Bancorp,Maestro,False,paypal
168,s7dtery2p2f00b7qnwvv,briana34@gmail.com,f793:509a:b82a:f556:b199:c649:8ab3:3f0a,952-580-9304x38838,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",False,41,8id3sg,"4264 Traci Mountains Suite 245
East Trevor, NC 37274-0975",pending,qkhsgv41q,41,False,zrro6kto,Vertex Bancorp,Maestro,False,paypal
169,szchbklzmzi87sa0oyz0,jonesandrea@gray.biz,120.215.98.17,+49(5)7226212913,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",False,45,sqfq9g,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",fulfilled,gxjchyxfz,45,False,jjnhdzhb,Citizens First Banks,JCB 16 digit,False,paypal
170,szchbklzmzi87sa0oyz0,jonesandrea@gray.biz,120.215.98.17,+49(5)7226212913,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",False,22,lco8r4,"214 Rachel Branch
East Gabriela, NJ 89474-5585",fulfilled,gxjchyxfz,22,False,cmlxddnq,Citizens First Banks,JCB 16 digit,False,paypal
171,szchbklzmzi87sa0oyz0,jonesandrea@gray.biz,120.215.98.17,+49(5)7226212913,"33328 Mendez Shore Apt. 328
North Miguelville, MT 05102-0874",False,29,d1mfum,"369 Moreno Lock
Raytown, MS 71921-2845",fulfilled,gxjchyxfz,29,False,kyzfj2ta,Citizens First Banks,JCB 16 digit,False,paypal
172,1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",True,51,d6sbjc,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",fulfilled,bkopk7uzs,51,True,o022s00u,Rose Bancshares,VISA 16 digit,False,card
173,1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",True,51,d6sbjc,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",fulfilled,bkopk7uzs,51,False,w7ludkyz,Rose Bancshares,VISA 16 digit,False,card
174,1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",True,36,izroq8,"298 Stephanie Passage
Ortizhaven, WY 41473",fulfilled,bwj2e7i76,36,False,ohw0eoga,Vertex Bancorp,Mastercard,False,card
175,1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",True,60,9spaf7,"USCGC Smith
FPO AE 33964-3887",fulfilled,bwj2e7i76,60,False,uusnh2tp,Vertex Bancorp,Mastercard,False,card
176,1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",True,52,8f7mcp,"2079 Woods Unions
Brandibury, AR 18360-1093",fulfilled,bwj2e7i76,52,False,0niv9sm2,Vertex Bancorp,Mastercard,False,card
177,1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",True,68,xwtnot,"USS Medina
FPO AA 42900",fulfilled,bwj2e7i76,68,False,by1ob38p,Vertex Bancorp,Mastercard,False,card
178,1a88bvu79nax6873na08,kristina41@gmail.com,35.23.150.176,1-836-334-7673,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",True,51,iaousp,"5769 Ronald Brook Suite 963
Lake Jasonfurt, MS 45350-9530",fulfilled,cm5dp45zh,51,False,h96uhgzk,Citizens First Banks,JCB 16 digit,False,apple pay
179,9ytcxpehi6xw76g5qhhl,nolanalec@yahoo.com,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,+00(2)1650962747,"6790 Cassandra Loop
Davidton, ME 00036",False,31,48pqsb,"6790 Cassandra Loop
Davidton, ME 00036",fulfilled,k5n97dkql,31,False,uzxl7bjx,Citizens First Banks,JCB 15 digit,False,card
180,9ytcxpehi6xw76g5qhhl,nolanalec@yahoo.com,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,+00(2)1650962747,"6790 Cassandra Loop
Davidton, ME 00036",False,36,tprxxg,"6790 Cassandra Loop
Davidton, ME 00036",fulfilled,7am579wop,36,False,6vdayna1,Solace Banks,Maestro,False,card
181,9ytcxpehi6xw76g5qhhl,nolanalec@yahoo.com,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,+00(2)1650962747,"6790 Cassandra Loop
Davidton, ME 00036",False,42,3j539y,"32795 Gregory Tunnel Apt. 420
Patrickton, OR 99089-6477",fulfilled,7am579wop,42,False,3rc2nhqf,Solace Banks,Maestro,False,card
182,9ytcxpehi6xw76g5qhhl,nolanalec@yahoo.com,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,+00(2)1650962747,"6790 Cassandra Loop
Davidton, ME 00036",False,35,q4rqn8,"6790 Cassandra Loop
Davidton, ME 00036",fulfilled,7am579wop,35,True,83llpfdj,Solace Banks,Maestro,False,card
183,9ytcxpehi6xw76g5qhhl,nolanalec@yahoo.com,b298:90c6:ce22:e0aa:5906:4ec3:d8c:a455,+00(2)1650962747,"6790 Cassandra Loop
Davidton, ME 00036",False,35,q4rqn8,"6790 Cassandra Loop
Davidton, ME 00036",fulfilled,7am579wop,35,False,rhgbdlfu,Solace Banks,Maestro,False,card
184,7318fn930cyfirv504xp,spencer77@reid.com,8.13.234.51,423.526.5373,"9811 Allison Harbors
Perryberg, SC 57620-9104",False,17,phfc5z,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",fulfilled,kvc38kle1,17,True,obe4ky4l,Vertex Bancorp,JCB 16 digit,False,card
185,7318fn930cyfirv504xp,spencer77@reid.com,8.13.234.51,423.526.5373,"9811 Allison Harbors
Perryberg, SC 57620-9104",False,17,phfc5z,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",fulfilled,kvc38kle1,17,True,h0heqcju,Vertex Bancorp,JCB 16 digit,False,card
186,7318fn930cyfirv504xp,spencer77@reid.com,8.13.234.51,423.526.5373,"9811 Allison Harbors
Perryberg, SC 57620-9104",False,17,phfc5z,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",fulfilled,bv4rt0waw,17,True,9udno8l3,Citizens First Banks,JCB 16 digit,False,card
187,7318fn930cyfirv504xp,spencer77@reid.com,8.13.234.51,423.526.5373,"9811 Allison Harbors
Perryberg, SC 57620-9104",False,17,phfc5z,"966 Jones Forks Suite 546
North Jesusshire, MI 55779-7683",fulfilled,bv4rt0waw,17,False,9pqd6ebh,Citizens First Banks,JCB 16 digit,False,card
188,7318fn930cyfirv504xp,spencer77@reid.com,8.13.234.51,423.526.5373,"9811 Allison Harbors
Perryberg, SC 57620-9104",False,33,7g535w,"363 Michael Villages
Kristineburgh, NM 59002",failed,bv4rt0waw,33,False,62dks9yz,Citizens First Banks,JCB 16 digit,False,card
189,at92v1f1r3shwbeujiap,uguzman@yahoo.com,151.245.182.84,(017)893-9493,"9596 Christian Bridge
West Nicholasbury, OR 90106-9840",True,353,32rax6,"9596 Christian Bridge
West Nicholasbury, OR 90106-9840",fulfilled,73a2hlmnm,353,True,ftiso5mr,Her Majesty Trust,VISA 16 digit,False,card
190,7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,"37549 Crawford Forest
Christopherside, KY 96656",False,17,9ekv8b,"58408 Stacy Grove
Port Gregory, MD 11557-3871",fulfilled,was3bq380,17,False,3f97a9jm,Fountain Financial Inc.,Voyager,False,card
191,7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,"37549 Crawford Forest
Christopherside, KY 96656",False,24,l4l6tx,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,k5xriv8co,24,True,qblbbsr6,His Majesty Bank Corp.,Maestro,True,card
192,7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,"37549 Crawford Forest
Christopherside, KY 96656",False,24,l4l6tx,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,was3bq380,24,False,uriznwe8,Fountain Financial Inc.,Voyager,False,card
193,7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,"37549 Crawford Forest
Christopherside, KY 96656",False,35,y4a3bt,"37549 Crawford Forest
Christopherside, KY 96656",pending,k5xriv8co,35,False,wpumno5r,His Majesty Bank Corp.,Maestro,True,card
194,7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,"37549 Crawford Forest
Christopherside, KY 96656",False,32,xtmpum,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,k5xriv8co,32,False,th1lhv8t,His Majesty Bank Corp.,Maestro,True,card
195,7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,"37549 Crawford Forest
Christopherside, KY 96656",False,36,y50p63,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,k5xriv8co,36,True,cyob52xd,His Majesty Bank Corp.,Maestro,True,card
196,7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,"37549 Crawford Forest
Christopherside, KY 96656",False,36,y50p63,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,was3bq380,36,True,6qb7pwgb,Fountain Financial Inc.,Voyager,False,card
197,7u2y3wsyj7ehzfao86md,ssmith@levine-harmon.biz,13ff:5a93:bc34:e190:5e4b:ac80:2e2d:6217,266-228-3021x90360,"37549 Crawford Forest
Christopherside, KY 96656",False,36,y50p63,"37549 Crawford Forest
Christopherside, KY 96656",fulfilled,k5xriv8co,36,True,fu5bnafm,His Majesty Bank Corp.,Maestro,True,card
198,z7xkuohhjbtiqs6q9rk9,feliciabrown@gmail.com,115.137.171.103,(226)129-2677,"49680 Brian Squares Apt. 122
Port Walterburgh, MH 02766-0708",True,41,jp7kqk,"1089 Christopher Neck Suite 097
Scottmouth, GA 02587-6233",fulfilled,0ma0yi3jg,41,False,55tz7m12,Her Majesty Trust,JCB 16 digit,False,card
199,ntl63nfd4sevm4xxvsyq,dianacook@gmail.com,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,764-447-7031,"938 Miranda Mountain
Alexandratown, AS 69640",False,19,23cqz5,"226 Steven Course
New Jaime, VI 82101-3297",failed,yu71nlc3z,19,True,xmzhdlhj,Vertex Bancorp,JCB 16 digit,False,card
200,ntl63nfd4sevm4xxvsyq,dianacook@gmail.com,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,764-447-7031,"938 Miranda Mountain
Alexandratown, AS 69640",False,19,23cqz5,"226 Steven Course
New Jaime, VI 82101-3297",failed,yu71nlc3z,19,False,mivfzxfz,Vertex Bancorp,JCB 16 digit,False,card
201,ntl63nfd4sevm4xxvsyq,dianacook@gmail.com,710e:d9d9:1ef0:cdc:ed53:10d:2c7e:667e,764-447-7031,"938 Miranda Mountain
Alexandratown, AS 69640",False,20,gxeyl2,"938 Miranda Mountain
Alexandratown, AS 69640",fulfilled,yu71nlc3z,20,False,6nfh2k77,Vertex Bancorp,JCB 16 digit,False,card
202,8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,37,zllwa6,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",fulfilled,wejtuspvr,37,True,odva1tei,Grand Credit Corporation,Mastercard,False,card
203,8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,37,zllwa6,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",fulfilled,wejtuspvr,37,True,7p1c81gx,Grand Credit Corporation,Mastercard,False,card
204,8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,37,zllwa6,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",fulfilled,wejtuspvr,37,False,wxb335un,Grand Credit Corporation,Mastercard,False,card
205,8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,14,znlrfn,"5936 Logan Forge Apt. 622
North Kevinshire, NV 15030-8421",fulfilled,wejtuspvr,14,False,hyknr1f4,Grand Credit Corporation,Mastercard,False,card
206,8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,49,rl4qc1,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",fulfilled,wejtuspvr,49,False,1qfz6ocd,Grand Credit Corporation,Mastercard,False,card
207,8fapmchbpcdesx94tnmb,cookbenjamin@hotmail.com,82.3.174.184,(287)694-5221x45370,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",False,43,6s4aem,"585 Veronica Loop Suite 856
East Rebeccachester, AZ 55756",fulfilled,wejtuspvr,43,False,mctz3wea,Grand Credit Corporation,Mastercard,False,card
208,znzp16ko7mtwjfxgrle4,joserowland@jones.com,152.211.139.83,698-954-1805,"1292 Tricia Key Suite 062
Marthabury, KS 40445",True,31,u5a84z,"702 Richard Dale Suite 484
New Paula, CT 56858-8909",fulfilled,r2v5bgqxf,31,False,yjfirs14,Her Majesty Trust,VISA 16 digit,False,card
209,znzp16ko7mtwjfxgrle4,joserowland@jones.com,152.211.139.83,698-954-1805,"1292 Tricia Key Suite 062
Marthabury, KS 40445",True,46,809d5o,"1292 Tricia Key Suite 062
Marthabury, KS 40445",fulfilled,f3l73qqm9,46,False,hrzejsy4,Grand Credit Corporation,American Express,False,card
210,znzp16ko7mtwjfxgrle4,joserowland@jones.com,152.211.139.83,698-954-1805,"1292 Tricia Key Suite 062
Marthabury, KS 40445",True,16,734b9q,"1292 Tricia Key Suite 062
Marthabury, KS 40445",fulfilled,f3l73qqm9,16,False,6xtouwt2,Grand Credit Corporation,American Express,False,card
211,znzp16ko7mtwjfxgrle4,joserowland@jones.com,152.211.139.83,698-954-1805,"1292 Tricia Key Suite 062
Marthabury, KS 40445",True,15,02x0ec,"15587 Rios Center
East Dawn, AR 22196",fulfilled,yym5xo9qi,15,False,u2mtko2f,Citizens First Banks,Diners Club / Carte Blanche,False,card
212,9gyjtadv75scvq723pow,pattersonphilip@yahoo.com,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,(425)200-2228,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",False,18,wg4ai4,"PSC 6562, Box 6787
APO AE 05203",failed,6954oj7dx,18,False,61k4wiml,His Majesty Bank Corp.,JCB 16 digit,False,paypal
213,9gyjtadv75scvq723pow,pattersonphilip@yahoo.com,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,(425)200-2228,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",False,16,dkwhx7,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",fulfilled,6954oj7dx,16,False,tuyrl147,His Majesty Bank Corp.,JCB 16 digit,False,paypal
214,9gyjtadv75scvq723pow,pattersonphilip@yahoo.com,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,(425)200-2228,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",False,39,5ref00,"PSC 0481, Box 8369
APO AP 33323-5409",pending,6954oj7dx,39,False,cattpxq6,His Majesty Bank Corp.,JCB 16 digit,False,paypal
215,9gyjtadv75scvq723pow,pattersonphilip@yahoo.com,d1ca:57d4:7c58:8cd4:e100:99d8:3fd6:92f9,(425)200-2228,"258 Teresa Crescent Apt. 167
Rodriguezmouth, AS 13930",False,37,4clclj,"968 Lisa Fall
Lake Arianashire, DC 66544-2874",fulfilled,ujky4teqc,37,False,kn2hi7mn,Grand Credit Corporation,American Express,False,card
216,e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",True,12,qfteet,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",failed,7b7gmp8al,12,False,ixardum8,Citizens First Banks,VISA 16 digit,False,card
217,e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",True,48,8a35qi,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",failed,7b7gmp8al,48,True,01qy7cu0,Citizens First Banks,VISA 16 digit,False,card
218,e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",True,48,8a35qi,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",failed,7b7gmp8al,48,False,b2llml7i,Citizens First Banks,VISA 16 digit,False,card
219,e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",True,41,sw4bii,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",fulfilled,7b7gmp8al,41,False,cwqkwqg6,Citizens First Banks,VISA 16 digit,False,card
220,e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",True,29,5xh1fc,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",fulfilled,7b7gmp8al,29,False,ao9gm8ru,Citizens First Banks,VISA 16 digit,False,card
221,e3prs7zh4ueieiwlkud7,hj8maoy@1jcfcxs7,769a:4538:2bd2:8213:85ed:ca71:1ea3:dcd9,03115487766,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",True,22,m6pkzg,"872 Ashley Island Apt. 254
East Anthonytown, LA 10352",fulfilled,pr3xs6kdy,22,False,eyudgsxk,Fountain Financial Inc.,VISA 13 digit,False,paypal
222,m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,"445 Nicole Hollow
Carterton, FM 48532",False,44,np9ggp,"445 Nicole Hollow
Carterton, FM 48532",fulfilled,l1qil6tjh,44,False,gec3i717,Bastion Banks,American Express,False,card
223,m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,"445 Nicole Hollow
Carterton, FM 48532",False,43,8zs126,"445 Nicole Hollow
Carterton, FM 48532",failed,l1qil6tjh,43,True,e9cfoezm,Bastion Banks,American Express,False,card
224,m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,"445 Nicole Hollow
Carterton, FM 48532",False,43,8zs126,"445 Nicole Hollow
Carterton, FM 48532",failed,l1qil6tjh,43,True,vln8ddqj,Bastion Banks,American Express,False,card
225,m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,"445 Nicole Hollow
Carterton, FM 48532",False,41,9416gf,"445 Nicole Hollow
Carterton, FM 48532",fulfilled,l1qil6tjh,41,False,20fwt83g,Bastion Banks,American Express,False,card
226,m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,"445 Nicole Hollow
Carterton, FM 48532",False,16,6avmqe,"445 Nicole Hollow
Carterton, FM 48532",fulfilled,l1qil6tjh,16,True,ybvvmxmd,Bastion Banks,American Express,False,card
227,m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,"445 Nicole Hollow
Carterton, FM 48532",False,16,6avmqe,"445 Nicole Hollow
Carterton, FM 48532",fulfilled,l1qil6tjh,16,True,203fxp7y,Bastion Banks,American Express,False,card
228,m97tf30d9wpav4njjfbm,finleybrianna@yahoo.com,233.79.136.157,255-915-9059x3369,"445 Nicole Hollow
Carterton, FM 48532",False,16,6avmqe,"445 Nicole Hollow
Carterton, FM 48532",fulfilled,l1qil6tjh,16,False,7sajyzm4,Bastion Banks,American Express,False,card
229,ewc3gyloi1ing9o64jpt,suzanne21@gmail.com,4834:7ccb:15de:9123:5658:42c3:cc50:79f,1-043-962-2576,"398 Latasha Canyon
Kathyland, LA 36717-2161",True,37,l4hhqu,"398 Latasha Canyon
Kathyland, LA 36717-2161",failed,6ke43eyg9,37,False,hpcgclef,r,Voyager,False,card
230,ewc3gyloi1ing9o64jpt,suzanne21@gmail.com,4834:7ccb:15de:9123:5658:42c3:cc50:79f,1-043-962-2576,"398 Latasha Canyon
Kathyland, LA 36717-2161",True,31,z2x7az,"94922 Robert Park
Kellyhaven, OK 36922-3583",fulfilled,6ke43eyg9,31,True,vdwjlp18,r,Voyager,False,card
231,ewc3gyloi1ing9o64jpt,suzanne21@gmail.com,4834:7ccb:15de:9123:5658:42c3:cc50:79f,1-043-962-2576,"398 Latasha Canyon
Kathyland, LA 36717-2161",True,31,z2x7az,"94922 Robert Park
Kellyhaven, OK 36922-3583",fulfilled,6ke43eyg9,31,False,5mub2d51,r,Voyager,False,card
232,ewc3gyloi1ing9o64jpt,suzanne21@gmail.com,4834:7ccb:15de:9123:5658:42c3:cc50:79f,1-043-962-2576,"398 Latasha Canyon
Kathyland, LA 36717-2161",True,24,910715,"398 Latasha Canyon
Kathyland, LA 36717-2161",fulfilled,5i61lz4t2,24,True,jreh2bkw,B,Discover,False,bitcoin
233,ewc3gyloi1ing9o64jpt,suzanne21@gmail.com,4834:7ccb:15de:9123:5658:42c3:cc50:79f,1-043-962-2576,"398 Latasha Canyon
Kathyland, LA 36717-2161",True,24,910715,"398 Latasha Canyon
Kathyland, LA 36717-2161",fulfilled,5i61lz4t2,24,False,95qmlxm7,B,Discover,False,bitcoin
234,311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",True,11,3ougge,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",fulfilled,opyep1aoj,11,True,qenelvvf,Rose Bancshares,VISA 16 digit,False,card
235,311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",True,11,3ougge,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",fulfilled,opyep1aoj,11,False,w5wkltds,Rose Bancshares,VISA 16 digit,False,card
236,311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",True,42,6p7c0x,"5015 Harrison Fields Suite 162
Sheppardfort, FL 39092",fulfilled,opyep1aoj,42,False,m0vig74t,Rose Bancshares,VISA 16 digit,False,card
237,311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",True,37,dd8z28,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",fulfilled,opyep1aoj,37,False,ao66pcnh,Rose Bancshares,VISA 16 digit,False,card
238,311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",True,30,0b6r24,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",fulfilled,opyep1aoj,30,True,h1zprjml,Rose Bancshares,VISA 16 digit,False,card
239,311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",True,30,0b6r24,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",fulfilled,opyep1aoj,30,False,0ltw4chk,Rose Bancshares,VISA 16 digit,False,card
240,311kdz4c1210iixltk2j,johnlowery@gmail.com,42b3:df19:86fe:abd9:dafe:f6c1:eb76:c72,04712252182,"11704 Andrew Villages Apt. 035
Jamesfurt, OR 49817-0470",True,12,9eubwc,"62515 Holly Court
Lopezton, AR 45419-4146",fulfilled,opyep1aoj,12,False,aoyfjmwf,Rose Bancshares,VISA 16 digit,False,card
241,3wqhnieu6nbcis8x7h3j,kristaavery@lewis-baird.com,180.223.72.88,242.165.5396x07020,"73802 Aaron Field Apt. 622
Port Lisa, MO 01167",False,16,g54w0y,"1018 Johnny Vista Suite 429
North Daniel, CO 58465-5970",fulfilled,gcg213ko9,16,True,j8eo5x52,Bulwark Trust Corp.,Discover,True,bitcoin
242,c3r2qzqwc9anp6utob7n,cathy42@gibson.com,7493:ab04:47ff:3a14:67d6:a128:a5b6:1500,754.248.6239x43965,"046 Carson Crescent
South Jacksonview, NV 22839-2652",True,14,d5r0n3,"0378 Sanders View Suite 401
West Joanna, NC 12504",fulfilled,d1nvhtt2q,14,False,h469bpo6,Bulwark Trust Corp.,Diners Club / Carte Blanche,False,card
